"trial","ID","DATE","COND","dots_rt","screen_id","deck","dots_direction","dots_coherence","dots_accuracy","trial_index","Choice","Number_click_of_click_made","counterclick_speed","Bar_progress","Success","Left_click_number","Right_click_number","confidence_rt","confidence_rating","effort_rt","effort_rating","reward_rt","reward_rating","reward_cond","reward_context","reward_real","choice_rt","button_choice","dots_coherence_grouped","dots_coherence_grouped_n","diff_tapping","new_effort","reward_condi","R_P_E","clicks_binned","n_choice","n_choice1","zconf","zeff","zrew"
69,"32","2021.04.20","3ECR",1248,"tapping",4,"left",0.42,100,915,"left",9,105,1,"true",7,7,1487,86,2424,63,2327,66,"low","7","5",1279,"box","high",40,"easy",37,"exp 7 got 5","NEGATIVE",5,"1",100,1.085069,-0.8412426,-1.311807
69,"33","2021.04.20","4ERC",1737,"tapping",4,"left",0.42,100,1414,"left",10,105,1,"true",7,7,3494,87,4815,91,2238,92,"low","7","5",1246,"box","high",40,"easy",9,"exp 7 got 5","NEGATIVE",4,"1",100,0.09590085,-1.492927,0.3769035
69,"34","2021.04.20","6REC",1320,"tapping",4,"left",0.42,100,2310,"left",9,105,1,"true",7,7,2095,57,2015,56,1622,43,"low","7","5",927,"no box","high",40,"easy",44,"exp 7 got 5","NEGATIVE",4,"0",0,0.3607452,-0.519654,-1.042732
69,"35","2021.04.21","1CER",1225,"tapping",4,"left",0.42,100,942,"left",9,105,1,"true",7,7,2904,82,1911,35,3255,36,"low","7","5",3998,"box","high",40,"easy",65,"exp 7 got 5","NEGATIVE",5,"1",100,0.7278831,0.4731803,-1.121345
69,"36","2021.04.21","4ERC",1376,"tapping",4,"left",0.42,100,1457,"left",9,105,1,"true",7,7,2030,64,2704,41,2159,34,"low","7","5",815,"no box","high",40,"easy",59,"exp 7 got 5","NEGATIVE",4,"0",0,0.8614761,0.1899979,-0.7628901
69,"37","2021.04.21","5RCE",1568,"tapping",4,"left",0.42,0,673,"right",10,105,1,"true",7,7,3519,33,5367,60,2785,70,"low","7","5",1143,"no box","high",40,"easy",40,"exp 7 got 5","NEGATIVE",5,"0",0,-0.3977164,-1.089596,-0.7089197
69,"38","2021.04.21","6REC",1216,"tapping",4,"left",0.42,100,2030,"left",9,105,1,"true",7,7,2191,58,2238,32,2152,76,"low","7","5",990,"no box","high",40,"easy",68,"exp 7 got 5","NEGATIVE",5,"0",0,-0.03134969,0.05571479,0.303803
69,"39","2021.04.22","2CRE",1343,"tapping",4,"left",0.42,0,899,"right",9,105,1,"true",7,7,2920,54,2734,88,3703,52,"low","7","5",2143,"box","high",40,"easy",12,"exp 7 got 5","NEGATIVE",4,"1",100,0.7244411,-0.8746409,-0.5282888
69,"4","2021.04.07","2CRE",2184,"tapping",4,"left",0.42,100,1448,"left",11,105,1,"true",7,7,2536,76,4046,85,3054,40,"low","7","5",1095,"box","high",40,"easy",15,"exp 7 got 5","NEGATIVE",6,"1",100,0.1227508,-0.923943,-1.427482
69,"41","2021.04.22","4ERC",1288,"tapping",4,"left",0.42,100,473,"left",9,105,1,"true",7,7,2222,86,1841,84,1927,86,"low","7","5",767,"no box","high",40,"easy",16,"exp 7 got 5","NEGATIVE",4,"0",0,0.4811561,-0.8549621,1.257129
69,"43","2021.04.26","1CER",2072,"tapping",4,"left",0.42,100,1341,"left",10,105,1,"true",7,7,1321,57,2014,22,3342,13,"low","7","5",787,"no box","high",40,"easy",78,"exp 7 got 5","NEGATIVE",5,"0",0,0.09923603,0.7838725,-1.4148
69,"44","2021.04.26","3ECR",1232,"tapping",4,"left",0.42,100,635,"left",9,105,1,"true",7,7,3319,80,6072,70,7379,62,"low","7","5",4854,"no box","high",40,"easy",30,"exp 7 got 5","NEGATIVE",4,"0",0,0.2317278,-0.9276932,-0.432983
69,"45","2021.04.26","6REC",2375,"tapping",4,"left",0.42,100,1522,"left",10,105,1,"true",7,7,2014,81,2102,45,2025,41,"low","7","5",758,"box","high",40,"easy",55,"exp 7 got 5","NEGATIVE",5,"1",100,0.8951553,0.1869754,-0.8272612
69,"46","2021.04.29","4ERC",1224,"tapping",4,"left",0.42,100,265,"left",9,105,1,"true",7,7,3102,64,2869,73,5327,70,"low","7","5",1543,"box","high",40,"easy",27,"exp 7 got 5","NEGATIVE",5,"1",100,0.01360838,-1.133865,0.2774181
69,"47","2021.04.29","6REC",1608,"tapping",4,"left",0.42,0,328,"right",10,105,1,"true",7,7,2575,84,3607,75,2081,97,"low","7","5",1095,"no box","high",40,"easy",25,"exp 7 got 5","NEGATIVE",5,"0",0,0.3531602,0.0107792,0.4577107
69,"48","2021.04.29","1CER",1224,"tapping",4,"left",0.42,100,1033,"left",9,105,1,"true",7,7,1217,68,1167,44,1087,45,"low","7","5",628,"no box","high",40,"easy",56,"exp 7 got 5","NEGATIVE",4,"0",0,-0.3882283,-0.4613339,-0.532956
69,"49","2021.04.29","5RCE",1791,"tapping",4,"left",0.42,100,1585,"left",10,105,1,"true",7,7,1583,88,1799,93,1480,92,"low","7","5",783,"box","high",40,"easy",7,"exp 7 got 5","NEGATIVE",5,"1",100,1.001837,-1.50017,1.023808
69,"50","2021.04.30","4ERC",1976,"tapping",4,"left",0.42,100,301,"left",10,105,1,"true",7,7,2151,47,2865,35,7079,60,"low","7","5",1671,"no box","high",40,"easy",65,"exp 7 got 5","NEGATIVE",5,"0",0,1.483721,-0.4639504,-0.1382498
69,"51","2021.04.30","3ECR",1376,"tapping",4,"left",0.42,100,1033,"left",9,105,1,"true",7,7,2367,87,1984,32,2103,87,"low","7","5",807,"box","high",40,"easy",68,"exp 7 got 5","NEGATIVE",4,"1",100,1.387143,0.50144,1.832032
69,"52","2021.04.30","2CRE",1375,"tapping",4,"left",0.42,100,1115,"left",9,105,1,"true",7,7,1839,83,2374,76,4574,81,"low","7","5",703,"box","high",40,"easy",24,"exp 7 got 5","NEGATIVE",4,"1",100,0.7062504,-1.241499,0.3860237
69,"53","2021.05.14","1CER",1305,"tapping",4,"left",0.42,100,1087,"left",9,105,1,"true",7,7,6631,79,3455,59,3919,37,"low","7","5",663,"box","high",40,"easy",41,"exp 7 got 5","NEGATIVE",4,"1",100,0.8964287,-0.9573986,-1.025225
69,"54","2021.05.14","6REC",1376,"tapping",4,"left",0.42,100,456,"left",9,105,1,"true",7,7,3023,64,1958,76,6008,55,"low","7","5",927,"box","high",40,"easy",24,"exp 7 got 5","NEGATIVE",3,"1",100,0.9602755,-1.991801,0.3097776
69,"56","2021.05.14","2CRE",1640,"tapping",4,"left",0.42,100,581,"left",10,105,1,"true",7,7,4025,75,6326,64,2806,27,"low","7","5",1782,"box","high",40,"easy",36,"exp 7 got 5","NEGATIVE",5,"1",100,0.6356007,-0.5435003,-1.281105
69,"57","2021.05.17","3ECR",1033,"tapping",4,"left",0.42,100,1513,"left",9,105,1,"true",7,7,2862,99,2975,100,1902,21,"low","7","5",510,"no box","high",40,"easy",0,"exp 7 got 5","NEGATIVE",4,"0",0,0.620717,-0.975324,-1.000587
69,"59","2021.05.17","5RCE",1759,"tapping",4,"left",0.42,100,753,"left",10,105,1,"true",7,7,15975,57,7317,54,2121,40,"low","7","5",911,"no box","high",40,"easy",46,"exp 7 got 5","NEGATIVE",5,"0",0,0.2642381,-0.9102233,-0.4530599
69,"6","2021.04.08","2CRE",1288,"tapping",4,"left",0.42,0,518,"right",9,105,1,"true",7,7,2409,78,6799,42,2565,21,"low","7","5",1095,"no box","high",40,"easy",58,"exp 7 got 5","NEGATIVE",4,"0",0,0.7489473,-0.2399867,-2.621678
69,"60","2021.05.17","6REC",1959,"tapping",4,"left",0.42,100,1811,"left",10,105,1,"true",7,7,2870,43,1462,30,1752,74,"low","7","5",518,"no box","high",40,"easy",70,"exp 7 got 5","NEGATIVE",5,"0",0,-0.9231707,0.853056,-0.1300098
69,"7","2021.04.08","3ECR",1304,"tapping",4,"left",0.42,100,619,"left",9,105,1,"true",7,7,5127,18,3681,82,2215,31,"low","7","5",1054,"no box","high",40,"easy",18,"exp 7 got 5","NEGATIVE",5,"0",0,-1.721698,-2.776871,-1.190847
69,"8","2021.04.09","3ECR",1776,"tapping",4,"left",0.42,100,1007,"left",10,105,1,"true",7,7,3333,67,4272,57,1959,37,"low","7","5",1039,"box","high",40,"easy",43,"exp 7 got 5","NEGATIVE",5,"1",100,1.472801,-0.37744,-1.331318
69,"9","2021.04.09","3ECR",2320,"tapping",4,"left",0.42,0,384,"right",11,105,1,"true",7,7,3543,32,5440,28,2510,65,"low","7","5",1358,"no box","high",40,"easy",72,"exp 7 got 5","NEGATIVE",5,"0",0,-0.7933561,0.4381824,-1.767852
7,"1","2021.04.06","1CER",2113,"tapping",1,"left",0.09,0,1215,"right",10,95,1,"true",7,7,3422,76,3631,35,6268,63,"high","3","5",1886,"box","low",10,"easy",65,"exp 3 got 5","POSITIVE",5,"1",100,0.6777688,0.571979,-0.8885403
7,"10","2021.04.12","1CER",1192,"tapping",1,"left",0.09,100,1748,"left",9,95,1,"true",7,7,1720,74,1278,31,3494,67,"high","3","5",830,"box","low",10,"easy",69,"exp 3 got 5","POSITIVE",4,"1",100,-0.02268925,-0.529008,-0.4111556
7,"11","2021.04.09","2CRE",1311,"tapping",1,"left",0.09,0,776,"right",9,95,1,"true",7,7,3377,57,5430,40,3694,59,"high","3","5",759,"no box","low",10,"easy",60,"exp 3 got 5","POSITIVE",5,"0",0,0.1864512,0.1096158,-1.254605
7,"12","2021.04.09","3ECR",1312,"tapping",1,"left",0.09,100,962,"left",9,95,1,"true",7,7,2046,1,2143,96,2198,11,"high","3","5",1174,"no box","low",10,"easy",4,"exp 3 got 5","POSITIVE",4,"0",0,-1.894918,-1.261114,-1.570461
7,"13","2021.04.12","3ECR",1848,"tapping",1,"left",0.09,100,980,"left",10,95,1,"true",7,7,1727,63,3776,15,1831,63,"high","3","5",934,"no box","low",10,"easy",85,"exp 3 got 5","POSITIVE",5,"0",0,-0.05726289,-0.3869255,-0.0455391
7,"14","2021.04.12","2CRE",1408,"tapping",1,"left",0.09,100,1701,"left",9,95,1,"true",7,7,1497,36,2247,18,2383,69,"high","3","5",695,"no box","low",10,"easy",82,"exp 3 got 5","POSITIVE",4,"0",0,-0.9961413,1.01768,-0.2551456
7,"16","2021.04.13","4ERC",2440,"tapping",1,"left",0.09,0,1629,"right",11,95,1,"true",7,7,2990,53,2511,83,2567,76,"high","3","5",591,"box","low",10,"easy",17,"exp 3 got 5","POSITIVE",5,"1",100,-0.2202064,-0.7676751,0.08572886
7,"17","2021.04.13","4ERC",1495,"tapping",1,"left",0.09,100,220,"left",9,95,1,"true",7,7,6855,54,3466,47,6135,61,"high","3","5",3055,"no box","low",10,"easy",53,"exp 3 got 5","POSITIVE",4,"0",0,-0.704334,0.09333732,-0.7489697
7,"18","2021.04.13","4ERC",1416,"tapping",1,"left",0.09,100,1078,"left",9,95,1,"true",7,7,1959,59,3056,90,7479,64,"high","3","5",718,"no box","low",10,"easy",10,"exp 3 got 5","POSITIVE",3,"0",0,-0.77004,-1.170895,-0.2843055
7,"19","2021.04.13","5RCE",1217,"tapping",1,"left",0.09,100,1177,"left",9,95,1,"true",7,7,2324,87,1767,60,3935,23,"high","3","5",751,"no box","low",10,"easy",40,"exp 3 got 5","POSITIVE",5,"0",0,0.6893437,-0.385045,-1.370412
7,"2","2021.04.06","1CER",1376,"tapping",1,"left",0.09,0,1332,"right",9,95,1,"true",7,7,2111,43,3015,42,5231,48,"high","3","5",5615,"no box","low",10,"easy",58,"exp 3 got 5","POSITIVE",4,"0",0,-1.498717,0.3898612,-1.270924
7,"20","2021.04.13","5RCE",1504,"tapping",1,"left",0.09,100,465,"left",9,95,1,"true",7,7,2367,54,3167,35,3144,73,"high","3","5",1167,"no box","low",10,"easy",65,"exp 3 got 5","POSITIVE",3,"0",0,-0.03699159,0.4653435,0.4374174
7,"21","2021.04.14","6REC",1312,"tapping",1,"left",0.09,100,1873,"left",9,95,1,"true",7,7,1822,90,4174,37,3855,94,"high","3","5",2854,"box","low",10,"easy",63,"exp 3 got 5","POSITIVE",4,"1",100,1.264204,-0.2552535,1.227944
7,"22","2021.04.14","6REC",1832,"tapping",1,"left",0.09,100,1270,"left",10,95,1,"true",7,7,2526,58,7030,41,6799,76,"high","3","5",598,"box","low",10,"easy",59,"exp 3 got 5","POSITIVE",5,"1",100,0.3522407,0.2542855,0.1265154
7,"23","2021.04.14","6REC",1745,"tapping",1,"left",0.09,0,744,"right",10,95,1,"true",7,7,1527,67,2183,60,3657,53,"high","3","5",1007,"box","low",10,"easy",40,"exp 3 got 5","POSITIVE",5,"1",100,0.3042297,-0.8552839,-0.4060254
7,"24","2021.04.15","5RCE",1463,"tapping",1,"left",0.09,0,202,"right",9,95,1,"true",7,7,2382,65,2287,46,5039,51,"high","3","5",1143,"no box","low",10,"easy",54,"exp 3 got 5","POSITIVE",7,"0",0,-0.8979788,0.9008165,-0.1931275
7,"25","2021.04.15","5RCE",1240,"tapping",1,"left",0.09,100,1683,"left",9,95,1,"true",7,7,1886,36,3319,41,1216,56,"high","3","5",1103,"no box","low",10,"easy",59,"exp 3 got 5","POSITIVE",4,"0",0,-0.9611425,-0.3014542,-0.6919748
7,"27","2021.04.15","6REC",1215,"tapping",1,"left",0.09,100,1945,"left",9,95,1,"true",7,7,3491,65,2079,35,2641,61,"high","3","5",958,"box","low",10,"easy",65,"exp 3 got 5","POSITIVE",4,"1",100,0.2225514,-0.121827,0.5532704
7,"3","2021.04.07","2CRE",1808,"tapping",1,"left",0.09,100,863,"left",10,95,1,"true",7,7,2480,23,4590,14,5190,33,"high","3","5",1679,"no box","low",10,"easy",86,"exp 3 got 5","POSITIVE",5,"0",0,-1.768022,1.42293,-1.351888
7,"31","2021.04.19","2CRE",1160,"tapping",1,"left",0.09,0,1710,"right",9,95,1,"true",7,7,1649,85,2774,33,3615,74,"high","3","5",735,"box","low",10,"easy",67,"exp 3 got 5","POSITIVE",5,"1",100,0.3106984,0.9236278,0.5655714
7,"32","2021.04.20","3ECR",1208,"tapping",1,"left",0.09,100,428,"left",9,95,1,"true",7,7,1437,17,2568,36,2063,79,"high","3","5",759,"no box","low",10,"easy",64,"exp 3 got 5","POSITIVE",5,"0",0,-0.9539371,0.3982417,-0.1442594
7,"34","2021.04.20","6REC",1119,"tapping",1,"left",0.09,100,2012,"left",9,95,1,"true",7,7,1735,58,2335,44,2400,66,"high","3","5",879,"no box","low",10,"easy",56,"exp 3 got 5","POSITIVE",4,"0",0,0.4362389,0.227324,0.7321104
7,"35","2021.04.21","1CER",1279,"tapping",1,"left",0.09,0,554,"right",9,95,1,"true",7,7,1704,35,1479,67,3631,78,"high","3","5",1326,"no box","low",10,"easy",33,"exp 3 got 5","POSITIVE",5,"0",0,-1.144101,-1.034401,0.6002537
7,"36","2021.04.21","4ERC",1360,"tapping",1,"left",0.09,100,735,"left",9,95,1,"true",7,7,3142,68,4377,41,2855,73,"high","3","5",1047,"box","low",10,"easy",59,"exp 3 got 5","POSITIVE",4,"1",100,1.19015,0.1899979,1.266574
7,"37","2021.04.21","5RCE",1728,"tapping",1,"left",0.09,100,1892,"left",10,95,1,"true",7,7,1966,2,2039,37,2000,73,"high","3","5",463,"no box","low",10,"easy",63,"exp 3 got 5","POSITIVE",5,"0",0,-1.484778,0.2481039,0.05478016
7,"38","2021.04.21","6REC",1144,"tapping",1,"left",0.09,100,1542,"left",9,95,1,"true",7,7,5303,74,2294,64,1452,76,"high","3","5",958,"box","low",10,"easy",36,"exp 3 got 5","POSITIVE",5,"1",100,0.6319165,-1.430013,0.303803
7,"39","2021.04.22","2CRE",1423,"tapping",1,"left",0.09,0,1893,"right",9,95,1,"true",7,7,2240,53,1774,55,1654,51,"high","3","5",751,"no box","low",10,"easy",45,"exp 3 got 5","POSITIVE",5,"0",0,0.6380947,0.8377624,-1.063307
7,"4","2021.04.07","2CRE",2024,"tapping",1,"left",0.09,100,1295,"left",10,95,1,"true",7,7,3000,78,3574,94,2731,67,"high","3","5",1110,"box","low",10,"easy",6,"exp 3 got 5","POSITIVE",6,"1",100,0.2632488,-1.295519,0.5646243
7,"41","2021.04.22","4ERC",2024,"tapping",1,"left",0.09,100,1755,"left",10,95,1,"true",7,7,1747,54,2679,58,3702,52,"high","3","5",1726,"box","low",10,"easy",42,"exp 3 got 5","POSITIVE",5,"1",100,-2.176454,0.2802924,-1.557259
7,"43","2021.04.26","1CER",1216,"tapping",1,"left",0.09,0,1386,"right",9,95,1,"true",7,7,1582,66,3134,39,2142,56,"high","3","5",742,"no box","low",10,"easy",61,"exp 3 got 5","POSITIVE",5,"0",0,0.400118,0.07686057,0.5601641
7,"44","2021.04.26","3ECR",1512,"tapping",1,"left",0.09,100,428,"left",9,95,1,"true",7,7,2166,37,8878,75,5127,75,"high","3","5",1766,"no box","low",10,"easy",25,"exp 3 got 5","POSITIVE",4,"0",0,-1.778947,-1.26746,0.7372106
7,"45","2021.04.26","6REC",1209,"tapping",1,"left",0.09,0,1919,"right",9,95,1,"true",7,7,1758,35,1934,70,2583,66,"high","3","5",1734,"box","low",10,"easy",30,"exp 3 got 5","POSITIVE",5,"1",100,-1.083438,-1.234109,0.663384
7,"46","2021.04.29","4ERC",1416,"tapping",1,"left",0.09,0,798,"right",9,95,1,"true",7,7,5582,35,2711,61,2078,79,"high","3","5",1527,"box","low",10,"easy",39,"exp 3 got 5","POSITIVE",5,"1",100,-1.134444,-0.5380738,0.6226922
7,"47","2021.04.29","6REC",1423,"tapping",1,"left",0.09,0,1430,"right",9,95,1,"true",7,7,1639,100,1942,99,2143,99,"high","3","5",927,"box","low",10,"easy",1,"exp 3 got 5","POSITIVE",4,"1",100,1.065743,-0.9926664,0.7075486
7,"48","2021.04.29","1CER",1448,"tapping",1,"left",0.09,100,1430,"left",9,95,1,"true",7,7,1625,67,967,36,1631,67,"high","3","5",663,"no box","low",10,"easy",64,"exp 3 got 5","POSITIVE",4,"0",0,-0.4734884,-0.06643706,0.5244916
7,"49","2021.04.29","5RCE",1536,"tapping",1,"left",0.09,100,1594,"left",9,95,1,"true",7,7,2103,64,1519,84,3064,39,"high","3","5",503,"no box","low",10,"easy",16,"exp 3 got 5","POSITIVE",3,"0",0,-0.05458164,-1.114324,-1.039693
7,"5","2021.04.08","1CER",1968,"tapping",1,"left",0.09,100,1755,"left",10,95,1,"true",7,7,4705,15,3142,35,2998,76,"high","3","5",830,"no box","low",10,"easy",65,"exp 3 got 5","POSITIVE",5,"0",0,-1.809846,-0.1996937,-0.002011902
7,"50","2021.04.30","4ERC",1752,"tapping",1,"left",0.09,100,1060,"left",10,95,1,"true",7,7,1862,0,2712,39,2055,100,"high","3","5",1295,"box","low",10,"easy",61,"exp 3 got 5","POSITIVE",5,"1",100,-1.611987,-0.7615051,1.039003
7,"51","2021.04.30","3ECR",1400,"tapping",1,"left",0.09,100,1566,"left",9,95,1,"true",7,7,2535,39,2647,40,2959,67,"high","3","5",1519,"no box","low",10,"easy",60,"exp 3 got 5","POSITIVE",4,"0",0,-0.6261618,0.04335452,0.3898926
7,"52","2021.04.30","2CRE",1273,"tapping",1,"left",0.09,100,492,"left",9,95,1,"true",7,7,1576,100,4919,25,5166,74,"high","3","5",799,"no box","low",10,"easy",75,"exp 3 got 5","POSITIVE",4,"0",0,1.287552,0.5879239,-0.009233317
7,"53","2021.05.14","1CER",1528,"tapping",1,"left",0.09,100,220,"left",9,95,1,"true",7,7,4098,41,6159,68,8695,61,"high","3","5",3479,"box","low",10,"easy",32,"exp 3 got 5","POSITIVE",4,"1",100,-0.5255417,-1.447118,0.3398217
7,"54","2021.05.14","6REC",1343,"tapping",1,"left",0.09,0,908,"right",9,95,1,"true",7,7,1830,53,5183,63,1610,77,"high","3","5",447,"box","low",10,"easy",37,"exp 3 got 5","POSITIVE",3,"1",100,0.1270878,-1.036584,1.41714
7,"56","2021.05.14","2CRE",1408,"tapping",1,"left",0.09,0,1728,"right",9,95,1,"true",7,7,3929,47,1926,85,2471,81,"high","3","5",679,"no box","low",10,"easy",15,"exp 3 got 5","POSITIVE",4,"0",0,-0.752268,-1.668776,1.130422
7,"57","2021.05.17","3ECR",1320,"tapping",1,"left",0.09,0,1612,"right",9,95,1,"true",7,7,1974,99,3174,98,1678,24,"high","3","5",551,"no box","low",10,"easy",2,"exp 3 got 5","POSITIVE",4,"0",0,0.620717,-0.9240529,-0.9099652
7,"59","2021.05.17","5RCE",1399,"tapping",1,"left",0.09,100,1512,"left",9,95,1,"true",7,7,3294,37,3703,47,1257,57,"high","3","5",815,"no box","low",10,"easy",53,"exp 3 got 5","POSITIVE",4,"0",0,-0.5950728,-0.352232,0.7422097
7,"6","2021.04.08","2CRE",1160,"tapping",1,"left",0.09,100,924,"left",9,95,1,"true",7,7,3890,58,2447,53,2023,61,"high","3","5",1319,"no box","low",10,"easy",47,"exp 3 got 5","POSITIVE",4,"0",0,-0.353459,-0.8675894,0.1954373
7,"60","2021.05.17","6REC",2120,"tapping",1,"left",0.09,100,1170,"left",10,95,1,"true",7,7,1287,36,2582,36,1327,74,"high","3","5",502,"no box","low",10,"easy",64,"exp 3 got 5","POSITIVE",5,"0",0,-1.361332,0.5429129,-0.1300098
7,"7","2021.04.08","3ECR",1262,"tapping",1,"left",0.09,0,1549,"right",9,95,1,"true",7,7,3319,11,5343,48,1702,18,"high","3","5",919,"no box","low",10,"easy",52,"exp 3 got 5","POSITIVE",5,"0",0,-2.236049,0.4188511,-2.523264
7,"8","2021.04.09","3ECR",1752,"tapping",1,"left",0.09,100,1260,"left",10,95,1,"true",7,7,2095,30,2117,40,1767,76,"high","3","5",815,"no box","low",10,"easy",60,"exp 3 got 5","POSITIVE",5,"0",0,-0.7364004,0.447536,1.185784
7,"9","2021.04.09","3ECR",1361,"tapping",1,"left",0.09,100,411,"left",9,95,1,"true",7,7,2295,100,5823,18,2423,75,"high","3","5",3182,"box","low",10,"easy",82,"exp 3 got 5","POSITIVE",3,"1",100,1.05113,0.7135085,-0.4743017
70,"1","2021.04.06","1CER",2567,"tapping",4,"left",0.42,0,1161,"right",11,105,1,"true",7,7,2104,41,5670,54,4911,77,"low","7","5",1046,"box","high",40,"easy",46,"exp 7 got 5","NEGATIVE",5,"1",100,-1.091757,-0.527529,0.2168427
70,"10","2021.04.12","1CER",1160,"tapping",4,"left",0.42,100,1549,"left",9,105,1,"true",7,7,1137,75,1550,15,2036,85,"low","7","5",822,"box","high",40,"easy",85,"exp 7 got 5","NEGATIVE",4,"1",100,0.02959467,1.292097,1.257961
70,"11","2021.04.09","2CRE",1279,"tapping",4,"left",0.42,0,1147,"right",9,105,1,"true",7,7,1961,81,4358,33,1835,62,"low","7","5",3398,"no box","high",40,"easy",67,"exp 7 got 5","NEGATIVE",5,"0",0,1.157117,0.5437882,-0.9506709
70,"12","2021.04.09","3ECR",1615,"tapping",4,"left",0.42,100,1865,"left",10,105,1,"true",7,7,4042,16,9752,33,2311,22,"low","7","5",1525,"no box","high",40,"easy",67,"exp 7 got 5","NEGATIVE",5,"0",0,-1.286482,0.6561796,-1.13928
70,"13","2021.04.12","3ECR",2185,"tapping",4,"left",0.42,100,1531,"left",11,105,1,"true",7,7,1582,59,2671,9,1582,60,"low","7","5",630,"box","high",40,"easy",91,"exp 7 got 5","NEGATIVE",5,"1",100,-0.4088304,0.1525903,-0.5201045
70,"14","2021.04.12","2CRE",1312,"tapping",4,"left",0.42,100,202,"left",9,105,1,"true",7,7,2552,65,3230,44,2502,78,"low","7","5",1847,"box","high",40,"easy",56,"exp 7 got 5","NEGATIVE",4,"1",100,0.5411842,-0.3361508,1.017897
70,"16","2021.04.13","4ERC",4159,"tapping",4,"left",0.42,100,527,"left",11,105,1,"true",7,7,1975,91,2400,63,2127,84,"low","7","5",1039,"box","high",40,"easy",37,"exp 7 got 5","NEGATIVE",5,"1",100,0.8707911,-0.04424843,0.7398083
70,"17","2021.04.13","4ERC",2352,"tapping",4,"left",0.42,100,1177,"left",11,105,1,"true",7,7,2950,74,3824,22,4471,60,"low","7","5",1479,"no box","high",40,"easy",78,"exp 7 got 5","NEGATIVE",5,"0",0,0.4856999,1.124203,-0.8189821
70,"18","2021.04.13","4ERC",1879,"tapping",4,"left",0.42,100,1286,"left",10,105,1,"true",7,7,2623,91,4401,86,12447,61,"low","7","5",1503,"box","high",40,"easy",14,"exp 7 got 5","NEGATIVE",5,"1",100,0.7824267,-1.030118,-0.52531
70,"19","2021.04.13","5RCE",1016,"tapping",4,"left",0.42,100,699,"left",9,105,1,"true",7,7,2327,73,1743,82,1961,87,"low","7","5",735,"box","high",40,"easy",18,"exp 7 got 5","NEGATIVE",5,"1",100,0.2261746,-1.335565,0.8385713
70,"2","2021.04.06","1CER",1280,"tapping",4,"left",0.42,0,1639,"right",9,105,1,"true",7,7,1744,73,2999,82,2847,61,"low","7","5",1031,"box","high",40,"easy",18,"exp 7 got 5","NEGATIVE",4,"1",100,1.234036,-1.949306,0.4195521
70,"20","2021.04.13","5RCE",1383,"tapping",4,"left",0.42,0,1956,"right",9,105,1,"true",7,7,4238,74,7327,68,2792,60,"low","7","5",783,"box","high",40,"easy",32,"exp 7 got 5","NEGATIVE",3,"1",100,1.640841,-1.325524,-0.5712085
70,"21","2021.04.14","6REC",1305,"tapping",4,"left",0.42,100,942,"left",9,105,1,"true",7,7,3374,76,3070,67,2299,46,"low","7","5",3022,"box","high",40,"easy",33,"exp 7 got 5","NEGATIVE",4,"1",100,0.6214856,-1.688255,-0.5735095
70,"22","2021.04.14","6REC",1256,"tapping",4,"left",0.42,100,2182,"left",9,105,1,"true",7,7,1190,20,2326,87,1903,12,"low","7","5",1271,"no box","high",40,"easy",13,"exp 7 got 5","NEGATIVE",4,"0",0,-2.875821,-2.656094,-5.731672
70,"23","2021.04.14","6REC",1688,"tapping",4,"left",0.42,100,708,"left",10,105,1,"true",7,7,2639,81,3295,45,2976,57,"low","7","5",775,"no box","high",40,"easy",55,"exp 7 got 5","NEGATIVE",5,"0",0,0.9257461,-0.1009479,-0.09138464
70,"24","2021.04.15","5RCE",1248,"tapping",4,"left",0.42,0,834,"right",9,105,1,"true",7,7,2445,72,2270,57,2728,51,"low","7","5",1007,"no box","high",40,"easy",43,"exp 7 got 5","NEGATIVE",7,"0",0,0.4083402,-0.3517581,-0.1931275
70,"25","2021.04.15","5RCE",1392,"tapping",4,"left",0.42,0,699,"right",9,105,1,"true",7,7,6166,73,2727,42,1992,78,"low","7","5",975,"box","high",40,"easy",58,"exp 7 got 5","NEGATIVE",5,"1",100,0.9726473,-0.3433156,1.162836
70,"27","2021.04.15","6REC",1312,"tapping",4,"left",0.42,100,148,"left",9,105,1,"true",7,7,3407,65,6903,32,5367,74,"low","7","5",1799,"no box","high",40,"easy",68,"exp 7 got 5","NEGATIVE",4,"0",0,0.2225514,0.06269923,1.73801
70,"3","2021.04.07","2CRE",2808,"tapping",4,"left",0.42,100,1567,"left",10,105,1,"true",7,7,1593,68,2694,56,1951,68,"low","7","5",1774,"no box","high",40,"easy",44,"exp 7 got 5","NEGATIVE",5,"0",0,-0.2104788,-0.7583114,-0.1546269
70,"31","2021.04.19","2CRE",1080,"tapping",4,"left",0.42,100,789,"left",9,105,1,"true",7,7,1608,100,1927,98,1991,65,"low","7","5",455,"box","high",40,"easy",2,"exp 7 got 5","NEGATIVE",5,"1",100,0.7735637,-1.264964,-0.2863353
70,"32","2021.04.20","3ECR",1168,"tapping",4,"left",0.42,100,1457,"left",9,105,1,"true",7,7,1623,91,2960,68,3503,80,"low","7","5",1135,"no box","high",40,"easy",32,"exp 7 got 5","NEGATIVE",5,"0",0,1.232823,-1.070777,-0.05444811
